posting_id,company_name,company_sector,company_type,role_title,location,minimum_qualification,required_skills,positions_available,duration_months,stipend_amount,one_time_grant,work_mode,application_deadline,job_description,eligibility_criteria
283,GODREJ CONSUMER PRODUCTS LIMITED,FMCG,Private,Quality Assurance Intern,Vasai-Virar,Graduate,"['Quality Assurance', 'Testing', 'Standards']",9,12,5000,6000,On-site,31-12-2025,Internship opportunity in Quality Assurance Intern at GODREJ CONSUMER PRODUCTS LIMITED located in Vasai-Virar. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Quality Assurance, Testing preferred."
284,GODREJ CONSUMER PRODUCTS LIMITED,FMCG,Private,Quality Assurance Intern,Pimpri-Chinchwad,Graduate,"['Quality Assurance', 'Testing', 'Standards']",13,12,5000,6000,On-site,31-12-2025,Internship opportunity in Quality Assurance Intern at GODREJ CONSUMER PRODUCTS LIMITED located in Pimpri-Chinchwad. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Quality Assurance, Testing preferred."
285,GODREJ CONSUMER PRODUCTS LIMITED,FMCG,Private,Supply Chain Intern,Faridabad,Graduate,"['Supply Chain', 'Logistics', 'Distribution']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Supply Chain Intern at GODREJ CONSUMER PRODUCTS LIMITED located in Faridabad. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Supply Chain, Logistics preferred."
286,GODREJ CONSUMER PRODUCTS LIMITED,FMCG,Private,Supply Chain Intern,Nashik,Graduate,"['Supply Chain', 'Logistics', 'Distribution']",10,12,5000,6000,On-site,31-12-2025,Internship opportunity in Supply Chain Intern at GODREJ CONSUMER PRODUCTS LIMITED located in Nashik. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Supply Chain, Logistics preferred."
287,SIEMENS LIMITED,Manufacturing & Industrial,Private,Safety Officer Intern,Kota,Graduate,"['Safety', 'HSE', 'Compliance']",6,12,5000,6000,On-site,31-12-2025,Internship opportunity in Safety Officer Intern at SIEMENS LIMITED located in Kota. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Safety, HSE preferred."
288,SIEMENS LIMITED,Manufacturing & Industrial,Private,Safety Officer Intern,Vasai-Virar,Graduate,"['Safety', 'HSE', 'Compliance']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Safety Officer Intern at SIEMENS LIMITED located in Vasai-Virar. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Safety, HSE preferred."
289,SIEMENS LIMITED,Manufacturing & Industrial,Private,Production Intern,Ranchi,Diploma,"['Production', 'Manufacturing', 'Operations']",13,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Intern at SIEMENS LIMITED located in Ranchi. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Diploma qualification required. Skills in Production, Manufacturing preferred."
290,SIEMENS LIMITED,Manufacturing & Industrial,Private,Production Intern,Pimpri-Chinchwad,Diploma,"['Production', 'Manufacturing', 'Operations']",13,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Intern at SIEMENS LIMITED located in Pimpri-Chinchwad. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Diploma qualification required. Skills in Production, Manufacturing preferred."
291,SIEMENS LIMITED,Manufacturing & Industrial,Private,Industrial Engineer Intern,Srinagar,Graduate,"['Industrial Engineering', 'Process Improvement', 'Lean']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Industrial Engineer Intern at SIEMENS LIMITED located in Srinagar. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Industrial Engineering, Process Improvement preferred."
292,SIEMENS LIMITED,Manufacturing & Industrial,Private,Industrial Engineer Intern,Rajkot,Graduate,"['Industrial Engineering', 'Process Improvement', 'Lean']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Industrial Engineer Intern at SIEMENS LIMITED located in Rajkot. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Industrial Engineering, Process Improvement preferred."
293,SIEMENS LIMITED,Manufacturing & Industrial,Private,Plant Operations Intern,Surat,Diploma,"['Plant Operations', 'Process Control', 'Monitoring']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Plant Operations Intern at SIEMENS LIMITED located in Surat. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Diploma qualification required. Skills in Plant Operations, Process Control preferred."
294,SIEMENS LIMITED,Manufacturing & Industrial,Private,Plant Operations Intern,Kalyan-Dombivali,Diploma,"['Plant Operations', 'Process Control', 'Monitoring']",8,12,5000,6000,On-site,31-12-2025,Internship opportunity in Plant Operations Intern at SIEMENS LIMITED located in Kalyan-Dombivali. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Diploma qualification required. Skills in Plant Operations, Process Control preferred."
295,MARICO LIMITED,FMCG,Private,Consumer Insights Intern,Kolkata,Graduate,"['Market Research', 'Consumer Behavior', 'Analytics']",13,12,5000,6000,On-site,31-12-2025,Internship opportunity in Consumer Insights Intern at MARICO LIMITED located in Kolkata. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Market Research, Consumer Behavior preferred."
296,MARICO LIMITED,FMCG,Private,Consumer Insights Intern,Howrah,Graduate,"['Market Research', 'Consumer Behavior', 'Analytics']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Consumer Insights Intern at MARICO LIMITED located in Howrah. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Market Research, Consumer Behavior preferred."
297,MARICO LIMITED,FMCG,Private,Marketing Intern,Guwahati,Graduate,"['Marketing', 'Brand Management', 'Digital Marketing']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Marketing Intern at MARICO LIMITED located in Guwahati. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Marketing, Brand Management preferred."
298,MARICO LIMITED,FMCG,Private,Marketing Intern,Ghaziabad,Graduate,"['Marketing', 'Brand Management', 'Digital Marketing']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Marketing Intern at MARICO LIMITED located in Ghaziabad. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Marketing, Brand Management preferred."
299,MARICO LIMITED,FMCG,Private,Trade Marketing Intern,Vasai-Virar,Graduate,"['Trade Marketing', 'Channel Management', 'Retail']",4,12,5000,6000,On-site,31-12-2025,Internship opportunity in Trade Marketing Intern at MARICO LIMITED located in Vasai-Virar. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Trade Marketing, Channel Management preferred."
300,MARICO LIMITED,FMCG,Private,Trade Marketing Intern,Nashik,Graduate,"['Trade Marketing', 'Channel Management', 'Retail']",8,12,5000,6000,On-site,31-12-2025,Internship opportunity in Trade Marketing Intern at MARICO LIMITED located in Nashik. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Trade Marketing, Channel Management preferred."
301,MARICO LIMITED,FMCG,Private,Trade Marketing Intern,Dhanbad,Graduate,"['Trade Marketing', 'Channel Management', 'Retail']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Trade Marketing Intern at MARICO LIMITED located in Dhanbad. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Trade Marketing, Channel Management preferred."
302,MARICO LIMITED,FMCG,Private,Brand Management Intern,Visakhapatnam,Graduate,"['Brand Management', 'Marketing', 'Strategy']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Brand Management Intern at MARICO LIMITED located in Visakhapatnam. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Brand Management, Marketing preferred."
303,MARICO LIMITED,FMCG,Private,Brand Management Intern,Madurai,Graduate,"['Brand Management', 'Marketing', 'Strategy']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Brand Management Intern at MARICO LIMITED located in Madurai. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Brand Management, Marketing preferred."
304,MARICO LIMITED,FMCG,Private,Brand Management Intern,Guwahati,Graduate,"['Brand Management', 'Marketing', 'Strategy']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Brand Management Intern at MARICO LIMITED located in Guwahati. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Brand Management, Marketing preferred."
305,APOLLO TYRES LIMITED,Automotive,Private,Assembly Line Intern,Ahmedabad,ITI,"['Assembly', 'Manufacturing', 'Quality']",9,12,5000,6000,On-site,31-12-2025,Internship opportunity in Assembly Line Intern at APOLLO TYRES LIMITED located in Ahmedabad. Gain hands-on experience in Automotive sector.,"Minimum ITI qualification required. Skills in Assembly, Manufacturing preferred."
306,APOLLO TYRES LIMITED,Automotive,Private,Production Engineer Intern,Nagpur,Graduate,"['Production', 'Manufacturing', 'Lean']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Engineer Intern at APOLLO TYRES LIMITED located in Nagpur. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Production, Manufacturing preferred."
307,APOLLO TYRES LIMITED,Automotive,Private,Production Engineer Intern,Visakhapatnam,Graduate,"['Production', 'Manufacturing', 'Lean']",8,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Engineer Intern at APOLLO TYRES LIMITED located in Visakhapatnam. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Production, Manufacturing preferred."
308,APOLLO TYRES LIMITED,Automotive,Private,Marketing Intern,Gwalior,Graduate,"['Marketing', 'Brand Management', 'Digital Marketing']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Marketing Intern at APOLLO TYRES LIMITED located in Gwalior. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Marketing, Brand Management preferred."
309,APOLLO TYRES LIMITED,Automotive,Private,Marketing Intern,Bhopal,Graduate,"['Marketing', 'Brand Management', 'Digital Marketing']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Marketing Intern at APOLLO TYRES LIMITED located in Bhopal. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Marketing, Brand Management preferred."
310,APOLLO TYRES LIMITED,Automotive,Private,Research & Development Intern,Thane,Graduate,"['R&D', 'Innovation', 'Engineering']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Research & Development Intern at APOLLO TYRES LIMITED located in Thane. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in R&D, Innovation preferred."
311,APOLLO TYRES LIMITED,Automotive,Private,Research & Development Intern,Pune,Graduate,"['R&D', 'Innovation', 'Engineering']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Research & Development Intern at APOLLO TYRES LIMITED located in Pune. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in R&D, Innovation preferred."
312,BOSCH LIMITED,Automotive,Private,Sales Intern,Patna,Graduate,"['Sales', 'Customer Relations', 'Automotive']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Sales Intern at BOSCH LIMITED located in Patna. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Sales, Customer Relations preferred."
313,BOSCH LIMITED,Automotive,Private,Sales Intern,Kota,Graduate,"['Sales', 'Customer Relations', 'Automotive']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Sales Intern at BOSCH LIMITED located in Kota. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Sales, Customer Relations preferred."
314,BOSCH LIMITED,Automotive,Private,EV Technology Intern,Meerut,Graduate,"['Electric Vehicles', 'Battery Technology', 'Electronics']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in EV Technology Intern at BOSCH LIMITED located in Meerut. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Electric Vehicles, Battery Technology preferred."
315,BOSCH LIMITED,Automotive,Private,EV Technology Intern,Pune,Graduate,"['Electric Vehicles', 'Battery Technology', 'Electronics']",6,12,5000,6000,On-site,31-12-2025,Internship opportunity in EV Technology Intern at BOSCH LIMITED located in Pune. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Electric Vehicles, Battery Technology preferred."
316,BOSCH LIMITED,Automotive,Private,EV Technology Intern,Kolkata,Graduate,"['Electric Vehicles', 'Battery Technology', 'Electronics']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in EV Technology Intern at BOSCH LIMITED located in Kolkata. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Electric Vehicles, Battery Technology preferred."
317,BOSCH LIMITED,Automotive,Private,Research & Development Intern,Madurai,Graduate,"['R&D', 'Innovation', 'Engineering']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Research & Development Intern at BOSCH LIMITED located in Madurai. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in R&D, Innovation preferred."
318,BOSCH LIMITED,Automotive,Private,Research & Development Intern,Chennai,Graduate,"['R&D', 'Innovation', 'Engineering']",6,12,5000,6000,On-site,31-12-2025,Internship opportunity in Research & Development Intern at BOSCH LIMITED located in Chennai. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in R&D, Innovation preferred."
319,BOSCH LIMITED,Automotive,Private,Research & Development Intern,Vadodara,Graduate,"['R&D', 'Innovation', 'Engineering']",13,12,5000,6000,On-site,31-12-2025,Internship opportunity in Research & Development Intern at BOSCH LIMITED located in Vadodara. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in R&D, Innovation preferred."
320,BOSCH LIMITED,Automotive,Private,Marketing Intern,Nashik,Graduate,"['Marketing', 'Brand Management', 'Digital Marketing']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Marketing Intern at BOSCH LIMITED located in Nashik. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Marketing, Brand Management preferred."
321,COLGATE-PALMOLIVE (INDIA) LIMITED,FMCG,Private,Sales Intern,Mumbai,Graduate,"['Sales', 'Customer Relations', 'Territory Management']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Sales Intern at COLGATE-PALMOLIVE (INDIA) LIMITED located in Mumbai. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Sales, Customer Relations preferred."
322,COLGATE-PALMOLIVE (INDIA) LIMITED,FMCG,Private,Consumer Insights Intern,Kanpur,Graduate,"['Market Research', 'Consumer Behavior', 'Analytics']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Consumer Insights Intern at COLGATE-PALMOLIVE (INDIA) LIMITED located in Kanpur. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Market Research, Consumer Behavior preferred."
323,COLGATE-PALMOLIVE (INDIA) LIMITED,FMCG,Private,Consumer Insights Intern,Pimpri-Chinchwad,Graduate,"['Market Research', 'Consumer Behavior', 'Analytics']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Consumer Insights Intern at COLGATE-PALMOLIVE (INDIA) LIMITED located in Pimpri-Chinchwad. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Market Research, Consumer Behavior preferred."
324,COLGATE-PALMOLIVE (INDIA) LIMITED,FMCG,Private,Marketing Intern,Dhanbad,Graduate,"['Marketing', 'Brand Management', 'Digital Marketing']",4,12,5000,6000,On-site,31-12-2025,Internship opportunity in Marketing Intern at COLGATE-PALMOLIVE (INDIA) LIMITED located in Dhanbad. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Marketing, Brand Management preferred."
325,COLGATE-PALMOLIVE (INDIA) LIMITED,FMCG,Private,Brand Management Intern,Agra,Graduate,"['Brand Management', 'Marketing', 'Strategy']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Brand Management Intern at COLGATE-PALMOLIVE (INDIA) LIMITED located in Agra. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Brand Management, Marketing preferred."
326,LG ELECTRONICS INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,R&D Intern,Agra,Graduate,"['Research', 'Development', 'Innovation']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in R&D Intern at LG ELECTRONICS INDIA PRIVATE LIMITED located in Agra. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Research, Development preferred."
327,LG ELECTRONICS INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,R&D Intern,Vijayawada,Graduate,"['Research', 'Development', 'Innovation']",10,12,5000,6000,On-site,31-12-2025,Internship opportunity in R&D Intern at LG ELECTRONICS INDIA PRIVATE LIMITED located in Vijayawada. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Research, Development preferred."
328,LG ELECTRONICS INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,R&D Intern,Amritsar,Graduate,"['Research', 'Development', 'Innovation']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in R&D Intern at LG ELECTRONICS INDIA PRIVATE LIMITED located in Amritsar. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Research, Development preferred."
329,LG ELECTRONICS INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,Supply Chain Intern,Nashik,Graduate,"['Supply Chain', 'Procurement', 'Logistics']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Supply Chain Intern at LG ELECTRONICS INDIA PRIVATE LIMITED located in Nashik. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Supply Chain, Procurement preferred."
330,LG ELECTRONICS INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,Supply Chain Intern,Thane,Graduate,"['Supply Chain', 'Procurement', 'Logistics']",4,12,5000,6000,On-site,31-12-2025,Internship opportunity in Supply Chain Intern at LG ELECTRONICS INDIA PRIVATE LIMITED located in Thane. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Supply Chain, Procurement preferred."
331,LG ELECTRONICS INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,Maintenance Intern,Kolkata,ITI,"['Maintenance', 'Mechanical', 'Electrical']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Maintenance Intern at LG ELECTRONICS INDIA PRIVATE LIMITED located in Kolkata. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum ITI qualification required. Skills in Maintenance, Mechanical preferred."
332,LG ELECTRONICS INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,Plant Operations Intern,Surat,Diploma,"['Plant Operations', 'Process Control', 'Monitoring']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Plant Operations Intern at LG ELECTRONICS INDIA PRIVATE LIMITED located in Surat. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Diploma qualification required. Skills in Plant Operations, Process Control preferred."
333,LG ELECTRONICS INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,Plant Operations Intern,Nashik,Diploma,"['Plant Operations', 'Process Control', 'Monitoring']",4,12,5000,6000,On-site,31-12-2025,Internship opportunity in Plant Operations Intern at LG ELECTRONICS INDIA PRIVATE LIMITED located in Nashik. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Diploma qualification required. Skills in Plant Operations, Process Control preferred."
334,LG ELECTRONICS INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,Plant Operations Intern,Howrah,Diploma,"['Plant Operations', 'Process Control', 'Monitoring']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Plant Operations Intern at LG ELECTRONICS INDIA PRIVATE LIMITED located in Howrah. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Diploma qualification required. Skills in Plant Operations, Process Control preferred."
335,ASHOK LEYLAND LIMITED,Automotive,Private,Quality Engineer Intern,Raipur,Graduate,"['Quality Control', 'Six Sigma', 'Testing']",6,12,5000,6000,On-site,31-12-2025,Internship opportunity in Quality Engineer Intern at ASHOK LEYLAND LIMITED located in Raipur. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Quality Control, Six Sigma preferred."
336,ASHOK LEYLAND LIMITED,Automotive,Private,Quality Engineer Intern,Agra,Graduate,"['Quality Control', 'Six Sigma', 'Testing']",10,12,5000,6000,On-site,31-12-2025,Internship opportunity in Quality Engineer Intern at ASHOK LEYLAND LIMITED located in Agra. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Quality Control, Six Sigma preferred."
337,ASHOK LEYLAND LIMITED,Automotive,Private,Marketing Intern,Howrah,Graduate,"['Marketing', 'Brand Management', 'Digital Marketing']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Marketing Intern at ASHOK LEYLAND LIMITED located in Howrah. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Marketing, Brand Management preferred."
338,ASHOK LEYLAND LIMITED,Automotive,Private,Marketing Intern,Delhi,Graduate,"['Marketing', 'Brand Management', 'Digital Marketing']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Marketing Intern at ASHOK LEYLAND LIMITED located in Delhi. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Marketing, Brand Management preferred."
339,ASHOK LEYLAND LIMITED,Automotive,Private,Research & Development Intern,Jaipur,Graduate,"['R&D', 'Innovation', 'Engineering']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Research & Development Intern at ASHOK LEYLAND LIMITED located in Jaipur. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in R&D, Innovation preferred."
340,ASHOK LEYLAND LIMITED,Automotive,Private,Research & Development Intern,Kolkata,Graduate,"['R&D', 'Innovation', 'Engineering']",13,12,5000,6000,On-site,31-12-2025,Internship opportunity in Research & Development Intern at ASHOK LEYLAND LIMITED located in Kolkata. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in R&D, Innovation preferred."
341,ASHOK LEYLAND LIMITED,Automotive,Private,Research & Development Intern,Navi Mumbai,Graduate,"['R&D', 'Innovation', 'Engineering']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Research & Development Intern at ASHOK LEYLAND LIMITED located in Navi Mumbai. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in R&D, Innovation preferred."
342,ASHOK LEYLAND LIMITED,Automotive,Private,Sales Intern,Jabalpur,Graduate,"['Sales', 'Customer Relations', 'Automotive']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Sales Intern at ASHOK LEYLAND LIMITED located in Jabalpur. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Sales, Customer Relations preferred."
